id,name,author,date_created,medium_owned,medium_read,status,date_read,rating,genre,list,review
956,Abaddon's Gate,James S. A. Corey,2013,EBook,EBook,read,2024-09-08 00:00:00,4,BookFiction;BookSciFi,,"This series has books that are just enough 'drama' with just enough plot points and sci-fi nerdiness that it makes for a compelling screenplay. I see the appeal of writing book after book that delivers on characters that have personalities, plot twists and occurences which seem plausible because humans will be humans, and a big overarching mystery that slowly unravels across the books. The best part is that I don't mind reading the human stuff most of the times in anticipation of the more sciency stuff. Onwards to book 4."
957,Cibola Burn,James S. A. Corey,2014,EBook,EBook,read,2024-11-20 00:00:00,4,BookFiction;BookSciFi,,"Book 4 continues the tale of the dramatic crew into more adventures - this time more space western than a space opera. Entertaining as a reprieve from the earlier science heavy books, hopefully this is a pit stop and we get back to more alien mysteries in the next book."
958,Axiomatic,Greg Egan,1995,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
959,Creation Node,Stephen Baxter,2023,PhysicalBook,PhysicalBook,read,2024-11-07 00:00:00,2,BookFiction;BookSciFi,,"A promising start that utterly fails to deliver. The premise of the 9th planet being a multi-dimensional black hole that an eldritch entity uses to convince humanity to jump across the multi-verse is a great hook, but the journey in getting there is so boring and dull, and so devoid of the actual substance and characters, that I couldn't wait to finish the book. This is more pop sci-fi than the quality of writing I expect from a sci-fi giant like Baxter. I have to be cautious of future books from Baxter after so many misses amongst the hits."
960,Redemption Ark,Alastair Reynolds,2002,PhysicalBook,PhysicalBook,read,2024-12-24 00:00:00,3,BookFiction;BookSciFi,,"A follow-up to the cruder but creative Revelation Space, this book followed a set of stereotypical characters down into space war with some crazy physics involved. Pushed the story forward, but felt so much like a slow moving filler that it was annoying at times. There were additional characters introduced whose portions simply served to remind that there is more interesting stuff waiting to happen, and hence diluted their existence within the story to providing a 'human angle'. Boring. What I found interesting was the pushing of boundaries when it came to physics and inter-planetary politics - that was cool. The bit at the end justifying the state of play (trying not to put spoilers here) was also cool but it came in too late and was too little. Let's see what books 3 and 4 hold in store."
961,Absolution Gap,Alastair Reynolds,2003,PhysicalBook,PhysicalBook,read,2024-12-29 00:00:00,3,BookFiction;BookSciFi,,"Book 3 was a slight improvement over Book 2 which disappointed because there were not much details. Book 3 had some, but I didn't like the whole quasi-religious thing which was too long and too prolonged. There were also several deus-ex machina moments where we are expected to go - oh yes sure that just happened - and continue pretending that we're not going to revisit or question that. I'm talking in particular about the whole Hades matrix and weird alient stuff that the characters just don't bother going back to even though it literally gives them species saving technologies. Perhaps, these didn't need to be three separate books (Books 2 to 4) but could have been condensed down into to 1 or maybe even 2 smaller books? Feels like a lot of filler which doesn't have all that details and excitement which the first book did. Since I've got Book 4, let's see whether it ends on a high or a disappointment."
962,Inhibitor Phase,Alastair Reynolds,2021,PhysicalBook,PhysicalBook,read,2025-01-02 08:00:00,2,BookFiction;BookSciFi,,"Utterly disappointing. This is the last book (as of now) in the Revelation Space universe. As such, one expects there to be a large payoff in terms of finishing up things from previous books, and to provide sufficient details to consider the plot 'complete'. The book starts off with a banger - makes one think this is going to be a good book. But no. Then we meander about from one plot armor-ladden situation to the next, all the while introducing random new things that have neither a background nor are they ever clarified in the end. What started off as an amazing book with an excellent world-building (Revelation Space) ends with every book getting progressively worse until we reach this tome of disappointment. The only solace in all this is that this is a rather shorter book as compared to the earlier ones - so there was less pages to finish the disappointment with."
963,Children of God,Mary Doria Russell,1998,PhysicalBook,PhysicalBook,read,2025-04-07 00:00:00,4,BookFiction;BookSciFi,,"The first book, The Sparrow, is one of my most memorable readings. Its an excellent introspection of religion and belief. So I was hyped to know there's a second book set in the same universe, and that I had found a copy in a second-hand bookshop. This book deals with the aftermath, with a new focus on the strange nature of the aliens and their culture in the first book. Less about religion, and more about the evolution of a culture to deal with its own horror (in the sense of humanity). I was a bit disappointed that this wasn't as shocking or thrilling as the first book, but there is a good commentary in here that is better laid out and less about one individual and more about civilisation in a broad way."
964,Look to Windward,Iain M. Banks,2000,PhysicalBook,PhysicalBook,read,2025-01-07 00:00:00,4,BookFiction;BookSciFi,,"Clever book that is set in the Culture universe. It is always amazing to read more about the Culture - it is one of the few fully fleshed out worlds which don't have a hangover from the current times, and where there is truly 'science' and 'fiction'. In this case, the book is set after the events in 'Consider Phlebas', where the war and its effects continue to show a deep impact on the psyche - not human specifically but generally the absurdities that manifest in any sentient being. But this was not a serious or depressing book - it was quite interesting to see where the story was going and that there was an interesting story to experience no matter what. Waiting to read the next Culture book."
965,Talk Like TED: The 9 Public-Speaking Secrets of the World's Top Minds,Carmine Gallo,2014,PhysicalBook,PhysicalBook,read,2025-11-13 00:00:00,3,BookNonFiction,,"I had a presentation coming up, so though this might a good quick read. Worst case scenario, its completely useless and I won't damage my comms skills. The book does have some decent ideas so I've made a note of them for future reference. But could have done without. Recommended if you have no ideas on what ideas could be considered for talking/presentation."
966,Behave: The Biology of Humans at Our Best and Worst,Robert Sapolsky,2017,PhysicalBook,,to-read,,,BookNonFiction,,
967,H. P. Lovecraft: The Complete Fiction,H. P. Lovecraft,2020,EBook,EBook,read,2024-11-15 00:00:00,3,BookFiction;BookSciFi,,"A classic and a giant in literature, Lovecraft's unique stories led to the use of 'Lovecraftian' as a genre of Eldritch horrors in itself. Good read, though it is difficult to appreciate these fully now that they have had so much influence and imitation and adoption in modern literature. I think I would have liked a lot more details now."
968,Upgrade,Blake Crouch,2022,PhysicalBook,PhysicalBook,read,2025-01-15 00:00:00,3,BookFiction;BookSciFi,,"Tell me if you've heard this before: a magic pill or drug or whatever that makes the person super smart, strong, or basically a superhuman, and then chaos ensues. That's the premise of this book. We have some (scientifically structured) gene editing that's been used by the black market to do stuff. The details are a nice touch, with several things clearly coming across as a well thought through plot structure. But the basic premise and the writing style still falls quite short of being an excellent book. This is great beach or plane material - read it while you're tired or don't want to think too much. Because if you do, you will see glaring plot holes and problems erupt everywhere. But if you don't, you get to enjoy a nice ride."
969,Four Thousand Weeks,Oliver Burkeman,2021,EBook,EBook,read,2025-11-23 13:00:00,5,BookNonFiction,,"This book effectively points out that you have a limited amount of time and that you should be aware of it. That's pretty much it. There isn't too much of a beating around the bush or hammering it over your head. You listen to what the person has to say, go yes that makes sense, and then go over to mull over it. I did that, read the book once, thought about it, then read it again to make notes for future reference. Worthwhile reading if the topic has been on your mind."
970,Angelmaker,Nick Harkaway,2013,PhysicalBook,PhysicalBook,read,2025-01-30 00:00:00,4,BookFiction;BookSciFi,,"It is rare that I start reading a book and it immediately just 'clicks'. This was one of those rare experiences. The story and the language were fantastic - I was intrigued and when the plot didn't move quickly the british style of humour and character descriptions were entertaining. The only aspect which made me stop and wonder several times is the 'hardness' of science - I kept wanting more details as it seemed just a tad too far fetched and hand-wavy let's pretend this can be a thing type of an argument. But still, it wasn't a sore spot and the story was indeed enjoyable throughout. I'll be looking for more from this author - this was the third novel I've read where I enjoyed the story and the writing and thought both were creative."
971,Sophie's World,Jostein Gaarder,1991,PhysicalBook,PhysicalBook,read,2025-02-14 00:00:00,5,BookFiction,,I really wish I had read this book when I was in school. It would have been fantastic and it would have changed my life. The idea of introducing philosophy in such as simple but thorough manner is amazing and really creative. And the story within the story adds a nice break from it being a book about dry philosophy. Very much enjoyed it. I have a copy of Bertrand Russell's History of Western Philosophy on my shelf which this book is supposed to summarise. I look forward to going through it with rigour.
972,The Dip: The Extraordinary Benefits of Knowing When to Quit (and When to Stick),Seth Godin,2007,PhysicalBook,PhysicalBook,read,2025-04-07 00:00:00,5,BookNonFiction,,This is a very small tiny book that really packs a punch. Good simple structure and framework to make sense of should I quit or not. I wrote about it - https://harshp.com/blog/the-dip - and this book gave me the thinking process and allowed me to quit my job (which I had been thinking of anyway).
973,Secrets of the Ballot Box: How the Irish Voting System really works,Brendan Heneghan,2018,PhysicalBook,,to-read,,,BookNonFiction,,
974,Calculating God,Robert J. Sawyer,2000,PhysicalBook,PhysicalBook,read,2025-03-06 00:00:00,4,BookFiction;BookSciFi,,"The premise of this book felt interesting, so I picked it up at bargain prices from the second-hand section. The blurb said aliens exist, and there have been mass extinction events occuring at the same time across multiple planets. All of this ties to some scientific notion of determining the existence of god. The story itself is more interesting than some science facts being thrown around or a thin wrapper on some existing notion of ""... but it MUST be god!"". Instead, I really liked that this is actual fiction, and the arguments made are based in that fiction, but also allow us to use and feel them - and that is the intriguing part because god and religion are so uncomfortable to discuss for most people. The book raises some interesting thoughts - what is a god for example - where it is an entity who has control or influence over the development of the universe and is a being as any other. However, the people (Earth) in the story still think of the being as something that is personally aware and intersted in them. I liked that the book shows the human side of it without anything over the top or dramatic (well, there's a cancer story) and having the aliens be reflections of different facets of human thought processes. Clever writing and remarkable restraint."
975,Harvest of Stars,Poul Anderson,1993,PhysicalBook,PhysicalBook,read,2025-03-16 00:00:00,2,BookFiction;BookSciFi,,"Got this as a small pulp scifi book hoping there would be something interesting. Unfortunately, the writing is a slog, and even if the story has hints of Heinlein in themes of authority, moon, pursuit, and other themes surrounding AI and colonising exoplanets, it wasn't enough to be entertaining."
976,Darwin's Radio,Greg Bear,1999,PhysicalBook,PhysicalBook,read,2025-03-31 00:00:00,4,BookFiction;BookSciFi,,"Initially, I thought this would be a biological thriller about evolution (as in Darwin), which it is, but the topic is quite surprisingly subtle and well thought out. In the book, there is a mutation that changes the human genetic makeup and wrecks havoc with birth and society. Good, well thought out writing, and fun to read in a scientifically curious way."
977,Origins of Sex,Lynn Margulis and Dorion Sagan,1986,PhysicalBook,,to-read,,,BookNonFiction,,
978,Mythos: The Greek Myths Retold,Stephen Fry,2017,PhysicalBook,PhysicalBook,read,2025-02-15 23:00:00,5,BookNonFiction,,"The Greek mythology is fascinating not only because of its rich characterisation and drama, but also because at the heart of all stories is the core of a philosophy that makes describing humans an exercise in the interpretation of the divine. Greek gods - the mythos - are structured around the facets of human emotions, virtues, aspects, and so much more. I greatly respect Stephen Fry as a narrator, orator, and as a person who knows to focus on being decent above political correctness and style. This book is a fantastic recollection of the greek mythos - covering a lot in such a small space and making it enjoyable. I borrowed this book from our neighbour - and it has been fantastic reading it."
979,"Ireland's Trees: Myths, Legends and Folklore",Niall Mac Coitir,2015,PhysicalBook,PhysicalBook,read,2025-04-28 00:00:00,3,BookNonFiction,,"Lots of information about trees and how the Irish history is tangled with them. Good read, but I would have loved to read this while knowing the trees themselves in physical form. Maybe I should re-read this someday as and when I find the trees."
980,Careless People: A story of where I used to work,Sarah Wynn-Williams,2025,PhysicalBook,PhysicalBook,read,2025-05-10 00:00:00,5,BookNonFiction,,"This book was hyped because a) its about Facebook/Meta and their shenanigans, and b) it was the subject of an attempted ban by the same. So I bought the book (Dunning-Kruger et al) and hoped that it was not all about a look how bad it was type of situation. It was not. Instead, what we get is a deeply personal, empathetic, and real story of Sarah and her life, which happened to be at Facebook. In the course of this, we are told of how it is bad, worse, misogynistic, immoral, illegal, and technocratic. In between these, she testified in the US Congress about how Facebook intentionally detected when teenage girls were most vulnerable when they deleted selfies just to target beauty product ads at them. Brave woman, good book."
981,Mindstar Rising,Peter F. Hamilton,1993,PhysicalBook,PhysicalBook,read,2025-06-10 00:00:00,3,BookFiction;BookSciFi,,"Futuristic dystopian cyberpunk-ish detective thriller with some class based societal commentary. Would imagine this was creative in the decades before when it was published. Now it is interesting for the descriptions of how things work and how society gets weirder, but otherwise the actual mystery isn't quite that appealing. I bought this in the tiny pulp format -- was good to have it in the pocket."
982,Fungi: An Anthology,Orrin Grey & Silvia Moreno-Garcia,2012,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
983,We are satellites,Sarah Pinsker,2021,PhysicalBook,PhysicalBook,read,2025-11-18 00:00:00,4,BookFiction;BookSciFi,,"The book is about Pilots - a neuralink type tech that gets you alert but not superintelligent. But the book is not about the tech at all. Instead, its about the normal people who have to put this in, have to face the subjective experiences of living in a world that increasingly considers having this as ableism and a status symbol. Brilliant restrained take. The only thing that felt off was the ending which became cliche for me, but did not detract from the rest of the book."
984,The Empusium,Olga Tokarczuk,2022,PhysicalBook,PhysicalBook,read,2025-12-27 00:00:00,4,BookFiction,,"A horror story? By Olga Tokarczuk?! Yes please! After 'Drive your Plow over the Bones of the Dead', I was excited to see this. Half way through the book, after several passing references to ghosts, spirits, and in general uncomfortable circumstances but no actual horror, it struck me that the horror was more psychological. All the men were afraid of the women! Its not an accurate description of the book, but its a keen, wise, and clever take on storytelling that hides the real realisations until the very end, but also asks the reader to reflect on their own as characters become more familiar and exposed."
985,Prophet Song,Paul Lynch,2023,PhysicalBook,PhysicalBook,read,2025-12-25 00:00:00,3,BookFiction,,"A strangely intense novel about what I would also have called dystopian, but the author states its not dystopian if its already happening somewhere. The book is set in Ireland amidst a future where a far-right government has taken over and we have a police agency who can simply disappear people. Its authoritarian fascism in a place where its really difficult to imagine it. I wanted to know about how something like this happened. But the book doesn't really give any glimpses in to the history. There's also a surprising aspect where we only really see people who are against the power. The writing is good, it really creates a sense of urgency and stress that resonates with the happenings in each page and chapter. Interesting read, but didn't really stick with me in the end."
986,"Autocracy, Inc: The Dictators Who Want to Run the World",Anne Applebaum,2024,,,to-read,,,BookNonFiction,,
987,Nemesis Games,James S. A. Corey,2015,EBook,EBook,read,2025-09-11 00:00:00,4,BookFiction;BookSciFi,,"Book 5: The Gang goes their separate ways and then shit happens that makes them want to get back together. I liked that this wasn't another episodic instance of the same stuff and that each character got enough of a back and individual story to have them be relevant in the larger story. I thought the pieces on Earth were a little slow and/or a little low in terms of having content. I'd have liked to see more, but that's the part where the good styorytelling comes through. Having less and wanting more is good if the overall story still is enjoying, which this was. Onwards to the next book."
988,Babylon's Ashes,James S. A. Corey,2016,EBook,EBook,read,2025-09-21 00:00:00,4,BookFiction;BookSciFi,,"Book 6: I've got to hand it to the authors. They know how to keep things interesting and adding more and more chaos and layers to the story. This one is about conflicts between factions and idealogies and it all plays out in the system. Good stuff, entertaining stuff. But at no point did it feel like this is a book on its own, so I kept expecting more things to happen or be clear, and then at one point I realised that it isn't in this book and that I would have to read one. Okay, next one it is."
989,Persepolis Rising,James S. A. Corey,2017,EBook,EBook,read,2025-10-11 00:00:00,5,BookFiction;BookSciFi,,"Book 7: It gets interesting! It gets exciting! Finally, the big payoff has started. I enjoyed the book and the action and the chaos just unfolding. Two more books to go and I have a feeling that I will be enjoying the entire series all things considered."
990,Tiamat's Wrath,James S. A. Corey,2019,EBook,EBook,read,2025-10-28 00:00:00,5,BookFiction;BookSciFi,,"Book 8: The book starts off with a bang and then just keeps it up throughout. After reading 7 books, there are some huge paybacks. Looking forward to the next and last book."
991,Leviathan Falls,James S. A. Corey,2015,EBook,EBook,read,2026-01-02 00:00:00,5,BookFiction;BookSciFi,,"The last book in the series of 9 books. Incredible expectations. Lots of loose ends to tie up. Will it end with a satisfying exposition or will things be hurriedly resolved off-screen. Reading was exciting, the story kept pushing the pace so there never was a feeling that where's my ending. I could happily have read a couple more novels in continuation. And yes, the ending does satisfy things in a way that doesn't leave much to regret. Really solid writing, and what a job to deliver 9 books!"
992,Shroud,Adrian Tchaikovsky,2025,PhysicalBook,PhysicalBook,read,2025-11-30 00:00:00,5,BookFiction;BookSciFi,,"The best way I can describe this book is as if Jules Verne and Stephen Baxter had an adventure story written for Star Trek. Its simultaneously hard science fiction, as hard as it can get, with just a fantastically new and alien perspective on life and intelligence, and also a commentary of society and a truly grim outlook on the corporate capitalist nature of economy. The book itself is about aliens that evolved to treat the EM spectrum as communications medium without any sunlight, meaning only things that interact specifically with the EM bands are relevant. Human meatbags are not. Human made vehicles are. An adventure across the planet ensues. Brilliant, and extremely rewarding. I also somehow read this (hopefully) as a link to the next book in the Children of Time series. I'm going to be hunting for Tchaikovsky's books - the man has a talen for rapidly producing intelligent situations and writing multiple books in a year."
993,Dallergut Dream Department Store,Lee Min-ye,2023,PhysicalBook,PhysicalBook,read,2025-10-04 00:00:00,1,BookFiction;BookSciFi,,The premise of the book seemed alluring. A department store where you go buy dreams? An economy built on emotional reactions? A character plot promising hidden wisdom and a takedown of busy lifebodies? Sold! I bought the physical book. Turned out to be a dud. The premise seemed exceedingly made up and changing arbitrarily as if we are kids learning from story book time. There is no details given to characters beyond what seems like a single facet that you hold them to for the entire story. Feels too emotional reaction driven rather than being about actual ideas or stories. Disappointing.
994,How dare the sun rise,"Sandra Uwiringiyimana, Abigail Pesta",2017,,EBook,read,2025-11-01 00:00:00,3,BookNonFiction,,"This was part of the bookclub, so gave it a go. Was really into the story because its told so well, and its so human and real, and just made me more aware of different perspectives that I thought I knew but benefitted from seeing it from someone else's experiences. The story is about how the author escapes from a war torn country where they are effectively cuturally and socially uprooted, and their move to America with their parents, the adaption, and rising through sheer dedication and mindset. Admirable, and a good look on the world being more than a few ideas and people despite what we get exposed to."
995,"Atlas of AI: Power, Politics, and the Planetary Costs of Artificial Intelligence",Kate Crawford,2015,,PhysicalBook,read,2025-10-12 00:00:00,3,BookNonFiction,,"A recommendation for people looking into AI and its troubles. I think this was a bit too late for me, and in general felt aimed at someone else as I've had far too much exposure to these through my work. Recommended for people who want a more generalist perspective and would benefit from some additional details. The phrasing of 'atlas' really through me off, and I was expecting a more systematic structure and navigation. Instead the work means more about getting a perspective, which I've had from other books."
996,Valuable Humans in Transit and Other Stories,qntm,2022,EBook,EBook,read,2026-01-16 00:00:00,5,BookFiction;BookSciFi,,"A collection of short stories, which deal on topics ranging from simulation to the nature of things. Quite entertaining, and reminiscient of Ted Chiang's foray, though these are more sci-fi focused."
997,Midnight Timetable,Bora Chung,2023,PhysicalBook,PhysicalBook,read,2026-01-31 00:00:00,2,BookFiction;BookSciFi,,"A collection of ghost stories, I was initially patient that things might get more weirder, but the stories were all just meh. I understand there is an undercurrent in each that provides social commentary, but all of it felt so obviously placed, disconnected from the story itself, and also on the nose. So while interesting to read, none of the stories really stuck."
998,Living Things,Munir Hachemi,2024,PhysicalBook,PhysicalBook,read,2026-01-24 00:00:00,3,BookFiction,,"A short read about four (young) guys on a summer work program in Spain, and how their world is shaped through the experience. The writing is sharp and fluid, and keeps the story flowing. This would have been a good airport read. I didn't quite see the ending be done in a satisfying way, but that is also why the book is so short. Good writing, good storytelling."
999,Small Things Like These,Claire Keegan,2021,PhysicalBook,PhysicalBook,read,2026-01-31 00:00:00,3,BookFiction,,"An anti-Christmas carol, this is a story about a decent man finding a woman in distress in one of the Magdalene laundries. The book itself is small, and the writing flowing and episodic. It is a good book. Something to consider that the spirit of things is in our deeds more than the abstract notions of religion or celebration or any other thing. If you do not act, then you are not good."
1000,Hamnet,,2020,PhysicalBook,PhysicalBook,read,2026-02-15 00:00:00,3,BookFiction,,"A book about Shakespear. Quite unlike what I was expecting as this was a more gentle foray into a family, aware of prying but also desiring to share the state of things without focusing on the one man that became popular. I thought the story was quite sad, though entirely realistic and grounded, if that's even a sensible description. I picked up the book because this was the last book a dear friend was reading before their persistent absence, and I did not like that things had been left unfinished and unknown. I'm a little more at peace after finishing the book, which considering the story, I felt a strange emotional connection to as well. I know there is a move about the same, but I do not think I would want to watch it right away. Or ever. The book has been enough."
1001,The AI Con: How to Fight Big Tech's Hype and Create the Future We Want,Emily M. Bender and Alex Hanna,2025,EBook,EBook,read,2026-02-27 00:00:00,5,BookNonFiction,,"An excellent book that explains, with the rigour of an academic and the patience of a public speaker, the background, working, and problems associated with the AI industry. Given that the authors are highly respected academics, there is indeed a plethora of informed opinions and references that build the case without overwhelming things. Definitely educational and timely."
1002,"Your Face Belongs to Us: A Tale of AI, a Secretive Startup, and the End of Privacy",Kashmir Hill,2024,PhysicalBook,,to-read,,,BookNonFiction,,
1003,Feeding the Machine: The Hidden Human Labor Powering A.I.,"James Muldoon, Mark Graham, Callum Cant",2024,PhysicalBook,PhysicalBook,read,2026-06-18 00:00,3,BookNonFiction,,Decent book that could be more suitable for beginners or those who are not that. It does have stories about people though so that was interesting.
1004,The New Age of Sexism: How the AI Revolution is Reinventing Misogyny,Laura Bates,2025,PhysicalBook,,to-read,,,BookNonFiction,,
1005,The Age of Extraction: How Tech Platforms Conquered the Economy and Threaten Our Future Prosperity,Tim Wu,2025,PhysicalBook,,to-read,,,BookNonFiction,,
1006,"House of Day, House of Night",Olga Tokarczuk,1998,PhysicalBook,PhysicalBook,read,2026-06-05 00:00:00,5,BookFiction,,"Short stories by Olga Tokarczuk - yes please! Reminded me of flights in the most pleasant ways. But these stories are also about society, supersition, humour, and many other things. Delightful."
1007,Fury,Salman Rushdie,2001,PhysicalBook,PhysicalBook,read,2026-03-03 00:00:00,4,BookFiction,,"Rushdie spins a tale of fury emerging from a man's psychie. Good writing, but not as sharp as other books. A bit whimsical, and having read his later works, almost feels like the start of an obsession with America."
1008,Two Years Eight Months and Twenty-Eight Nights,Salman Rushdie,2015,PhysicalBook,,to-read,,,BookFiction,,
1009,The Golden House,Salman Rushdie,2017,PhysicalBook,,to-read,,,BookFiction,,
1010,The Bee Sting,Paul Murray,2023,PhysicalBook,,to-read,,,BookFiction,,
1011,The Mercy of Gods,James S. A. Corey,2024,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1012,Endymion II (The Rise of Endymion),Dan Simmons,1997,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1013,Mood Machine: The Rise of Spotify and the Costs of the Perfect Playlist,Liz Pelly,2025,PhysicalBook,PhysicalBook,read,2026-05-31 00:00:00,3,BookNonFiction,,"The book explains the story of Spotify, its capitalist background, and the impact it is having. While illuminating and educating (e.g. I didn't know the extent of spotify's ad origins) the book feels as if it has already selected the direction of what it wants to go towards and doesn't care if the reader wants to follow. Yes, I understand that companies like spotify have a huge amount of impact, and a lot of it may not be moral or good. So this is more a reflection on the structure and the writing."
1014,Pet Sematary,Stephen King,1983,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1015,The Player of Games,Iain M. Banks,1988,PhysicalBook,,currently-reading,,,BookFiction;BookSciFi,,
1016,"AI Snake Oil: What Artificial Intelligence Can Do, What It Can't, and How to Tell the Difference","Arvind Narayanan, Sayash Kapoor",2024,PhysicalBook,PhysicalBook,read,2026-07-17 17:00:00,3,BookNonFiction,,"A well put together book by notable academics. Much of the book is the titular premise: that AI can be 'snake oil' and give false impressions or just not work despite the claims. The book seemed interesting for cases where one might not know the area, but otherwise it comes across as very surface level and not an actual foray into the topic itself. The later chapters about economic models felt incomplete by comparison. Still a good read for some of the references and to understand the style of explanation of when AI is not appropriate or does not work."
1017,Use of Weapons,Iain M. Banks,1990,,,to-read,,,BookFiction;BookSciFi,,
1018,Sword of Destiny,Andrzej Sapkowski,1992,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1019,Blood of Elves,Andrzej Sapkowski,1994,,,to-read,,,BookFiction;BookSciFi,,
1020,Time of Contempt,Andrzej Sapkowski,1995,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1021,Baptism of Fire,Andrzej Sapkowski,1996,,,to-read,,,BookFiction;BookSciFi,,
1022,Tower of Swallows,Andrzej Sapkowski,1997,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1023,Lives of Bitter Rain,Adrian Tchaikovsky,2025,EBook,EBook,read,2026-03-20 00:00:00,5,BookFiction;BookSciFi,,"A short novella set in the same world as the rest of tyrant philosphers. This is basically a mini version of things, with more events, more weird things, more tragedy, and a more tacit reminder of where our society is slipping."
1024,One day all this will be yours,Adrian Tchaikovsky,2021,EBook,EBook,read,2026-04-20 00:00:00,5,BookFiction;BookSciFi,,"I thought this novel would be the same style and setting as the previous one, which was absoluitely thrilling (walking to alderbaran). Imagine the surprise when the book starts off as a time traveller story, and a funny one at that. Totally unexpected from the author, which made the delight even more delightful. I would have expected this from Charles Stross maybe, but really hats off to stretching the imagination and fun here."
1025,And put away the childish things,Adrian Tchaikovsky,2023,EBook,EBook,read,2026-04-30 00:00:00,3,BookFiction;BookSciFi,,"Premise is simple: what if the child's fairy tale is not truncated and forgotten and the ill effects of when it goes on. Almost an anti-thesis of peter pan. Interesting, but didn't really pull the punches off the page like the rest of the books."
1026,Saturation Point,Adrian Tchaikovsky,2024,EBook,EBook,read,2026-05-07 00:00,3,BookFiction;BookSciFi,,A short novella about eco-action. Nothing special to write. A lot of ideas seemed unsatisfactorily fleshed out. But the premise and the work itself was okay.
1027,Pretenders to the Throne of God,Adrian Tchaikovsky,2026,,,to-read,,,BookFiction;BookSciFi,,
1028,Children of Strife,Adrian Tchaikovsky,2026,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1029,Enshittification: Why Everything Suddenly Got Worse and What to Do About It,Cory Doctorow,2025,EBook,EBook,read,2026-05-22 00:00:00,5,BookNonFiction,,"Doctorow coined the term enshittification. So it made sense that I had to read what he has to say about it. The book lays out the premise of a step-by-step intentional process with plenty of case studies. If nothing else, the book offers clear evidence of this being a market ploy and tactic. It is also clear about where things can be pointed to and what options could address it. Definitely will influence my work."
1030,Radiant Star,Ann Leckie,2026,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1031,Event Horizon,Balsam Karam,2026,PhysicalBook,,to-read,,,BookFiction,,
1032,Bonsai,Alejandro Zambra,2026,PhysicalBook,PhysicalBook,read,2026-07-05 11:00:00,5,BookFiction,,"The patent blue Fitzcaraldo edition cover having caught my eye, I flicked the book open to see what new experiences might await me. The opening paragraph of this book hooked me immediately. A short book, I purchased it immediately. On a sunday morning, between coffee and breakfast, I finished all of it. It could have been 1000 pages to tell the same story, but the author reminded us with every few pages -- some things don't matter. Rarely can a talent cut across the essence of that story and deliver it like this. And that is what you are left with after -- just the essence. Not the body, which gives you a feeling of being full or having done a lot nor tiredness. This is the second book from the author and I think I will definitely want to serendipitously come across another some years in the future."
1033,"Babel, or the Necessity of Violence",R. F. Kuang,2022,PhysicalBook,PhysicalBook,read,2026-07-19 09:00:00,3,BookFiction;BookSciFi,,"I am conflicted about how to think of this book. On the one hand there is no question that this is a clever book with the way that it draws allegories between language, magic, and colonialism. On the other hand, the story and the characters felt very much YA and superficial. The text was too dense in places, there was an avalanche of exposition. And there was no actual meaning to any of the story elements. I suspect this was very much a teenage story than an adult's foray into what colonialism does. While there is nothing wrong with it, and I would very much have enjoyed this book 20 years ago, I think it comes across as being much more sophisticated and for adults than warranted."
1034,Amazon Unbound,Brad Stone,2022,PhysicalBook,,currently-reading,,,BookNonFiction,,
1035,Close Encounters of the Fungal Kind,Richard Fortey,2025,PhysicalBook,,to-read,,,BookNonFiction,,
1036,The Atomic Habits Workbook,James Clear,2025,PhysicalBook,,to-read,,,BookNonFiction,,
1037,Goodbye to Catholic Ireland,Mary Kenny,1997,PhysicalBook,,to-read,,,BookNonFiction,,
1038,Fruiting Bodies,Ying Ang,2000,PhysicalBook,,to-read,,,BookNonFiction,,
1039,Looking for Jake and Other Stories,China Miéville,2005,PhysicalBook,PhysicalBook,read,2026-07-13 06:30:00,4,BookFiction;BookSciFi,,"If there is one thing that is certain when reading China Mieville's stories, it is to expect the weirdness, the differentness, and sheer creativity. This is a collection of short stories that offer glimpses of ideas. The Tain was my favourite, but others felt like snippets of novels I have already read, which made me nostalgic. I also discovered that there is a new novel coming out later this year, so good timing I suppose."
1040,Shoot at the Moon,William F. Temple,1949,PhysicalBook,,to-read,,,BookFiction;BookSciFi,,
1041,Four-sided Triangle,William F. Temple,1966,PhysicalBook,PhysicalBook,read,2026-07-05 14:00:00,3,BookFiction;BookSciFi,,"This was supposed to be old, as in really old WW era, science fiction. And while it was certainly slow, what came across was a story. Something that preceded many other ideas. A clone of your loved one who doesn't love you back, and what might that clone then do -- won't it love you? A simple premise that plays out as a social drama. Yes, there are elements of science fiction still in there, nearly half a century past. The sexism of the times does come across in places, sometimes strongly, such as when referring to asking permission from 'him' about 'her', but there is not a lot of it beyond the phrasing. I picked up a cheap copy - hardly 3 euros courtesy of the British Library. So this was a good exercercise in reading some older literature with a still interesting story."
